Número Documento;Fecha Recepción;cufe;Fecha Emisión;Fecha Vencimiento;Tipo Identificación Adquiriente;Identificación Adquiriente;Nombre Adquiriente; SubTotal;Total Base Imponible;SubTotal Mas Tributos;Total Descuentos; Total Cargos;Total Anticipos;Total;estado;Usuario Creación;Fecha Creación;Descripción Error
CB8210032;2020-09-03 10:01:30.162;ac743f1c904fb11a110cbb97ad3205110b1d9b18a861e9fa794c9ca239b977fb9fff743ef5d45591272f61c41f6c0f5c;2020-04-11 00:00:00.0;2020-05-11 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;7503285.00;0.00;7503285.00;0.00;0.00;0.00;7503285.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:01:30.163;
CB8210033;2020-09-03 10:01:40.659;54b22ce53ac60b07659f70109d89d4f167d804d85ffbd8c18f250f2eee464d8cc1e944e3911f54c5b28d65448bb47ebe;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;6607575.00;0.00;6607575.00;0.00;0.00;0.00;6607575.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:01:40.659;
CB8210031;2020-09-03 10:01:18.624;2576b57a06f584db43968ba428b8b91918fbac966a3643a675ea206c332a144ddfa0b3df4ee6f4331c60b00be530c39d;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;2655109.00;0.00;2655109.00;0.00;0.00;0.00;2655109.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:01:18.625;
CB8210029;2020-09-03 10:01:10.784;9059d0ff028b6baf679f26fc07cbbc262f8bba31e37c785f1cc43cec4a628d62cb6ee886364d75847960f84bd58e9e0b;2020-04-11 00:00:00.0;2020-04-11 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:01:10.784;
CB8210183;2020-09-03 10:01:06.875;ff4ff0ccee261ab19a5aab74177b208679d1d5b22455afbed5f74a195ed49c5100c2e1524e315e928549fabd9c400817;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;14910.00;0.00;14910.00;0.00;0.00;0.00;14910.00;XML Transmitido Dian con Error;F0001CNUESTRA                                     ;2020-09-03 10:01:06.875;Se presentó un error en la transmisión de la información al P.A.: I/O error: Read timed out: nested exception is java.net.SocketTimeoutException: Read timed out.
CB8210182;2020-09-03 10:01:05.966;03fb775f76545934f7bb8a1726d428bdc2f204fbf9abe1b335a702ec80a0ecea9e3b072079b42edb3f8c818cfd402f29;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;459106.00;0.00;459106.00;0.00;0.00;52797.00;406309.00;XML Transmitido Dian con Error;F0001CNUESTRA                                     ;2020-09-03 10:01:05.966;Se presentó un error en la transmisión de la información al P.A.: I/O error: Read timed out: nested exception is java.net.SocketTimeoutException: Read timed out.
CB8210085;2020-09-03 10:04:55.848;c93d87c839d62b1cc01b6e982a1feafc2b1dc751a9eab322a07b3669090d92f3ba5c022a184b9f9c902de6a7ebe0ae77;2020-04-14 00:00:00.0;2020-05-14 00:00:00.0;31;805000427;COOMEVA ENTIDAD PROMOTORA DE SALUD SA;64570.00;0.00;64570.00;0.00;0.00;3400.00;61170.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:04:55.848;
CB8210172;2020-09-03 10:00:44.033;05f0a8ed19ccd456acb29ddd2864eca2b371b7c8c8a81553d338fe6f5a53b2b6ebb822a02be9838607fc4764a0861166;2020-04-16 00:00:00.0;2020-05-16 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;180618.00;0.00;180618.00;0.00;0.00;0.00;180618.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:44.034;
CB8210170;2020-09-03 10:00:44.188;cd9171319ef89279ce059b28561bd11eb6b935fe03f964cd1481cbbf6b89a1a5a911482e4ed357805b5f7b3cdec49c57;2020-04-16 00:00:00.0;2020-04-16 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;3400.00;81470.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:44.189;
CB8210169;2020-09-03 10:00:31.16;0767a23cb77e20a21aaceea550f998c097b8119fbe196ef3cf9d7168e1af9cada28473f56c002de9abc606cf78dd81af;2020-04-16 00:00:00.0;2020-04-16 00:00:00.0;31;901323312;UNION SALUD AMERICA;20408.00;0.00;20408.00;0.00;0.00;0.00;20408.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:31.161;
CB8210168;2020-09-03 10:00:30.081;c0baeb73dbd1a1043eeafb600df214d3adf3e7a331a75f568cfaa7b6ca0ef5d6b147ae109c2a9a5348af4f685ab769ac;2020-04-16 00:00:00.0;2020-04-16 00:00:00.0;31;901323312;UNION SALUD AMERICA;27098.00;0.00;27098.00;0.00;0.00;0.00;27098.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:30.082;
CB8210167;2020-09-03 10:00:28.48;cfbec4678f864d6722c845c509356583f578e7c512bdc7c88505ae9619a5021ce1f058eddbbf91e116745e7dddfb8f05;2020-04-16 00:00:00.0;2020-05-16 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;127000.00;0.00;127000.00;0.00;0.00;0.00;127000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:28.48;
CB8210166;2020-09-03 10:00:27.482;295ca62372a236e53d6e5931d32e88f0068a4475cee4c10bf74ea07a771b7787f5cf57b844eceda4f97f38b5ab865ece;2020-04-16 00:00:00.0;2020-05-16 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:27.482;
CB8210209;2020-09-03 10:00:23.227;f34dc2b84974e666ac5cc0b774f28d201816ef6f5a8649c2bd11fa44b13866e358bb46b6b9424862eaf708a821e33e71;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;805000427;COOMEVA ENTIDAD PROMOTORA DE SALUD SA;296860.00;0.00;296860.00;0.00;0.00;0.00;296860.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:23.228;
CB8210218;2020-09-03 10:00:23.284;8dec3fc84be04efc07f0e6736f799a42a63240396c4e66a5573cff4d6d8eb57d91c29645dfe66ecf4b7d30693909cee2;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:23.284;
CB8210217;2020-09-03 10:00:22.135;cb69b57574b93a58befb47986c21162277d0daf27f557394d448a7e5bd178a640a24282f231df149bc3226ea16599cb9;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:22.135;
CB8210216;2020-09-03 10:00:20.353;cfbbd4394dafff17354eeece2237959442abcf894c1c671f6449e12823cb3e66113a030a92cb0927b0212f1913c056cd;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:20.354;
CB8210214;2020-09-03 10:00:19.111;c74ed39046d24c35fa46bfe73c346d7306d9cdbac2b92fb1dfbb9a3554d689c90749ed5d27c21b2dba2c667dfbf7d44f;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;830039670;DIRECCION GENERAL DE SANIDAD MILITAR;2905472.00;0.00;2905472.00;0.00;0.00;0.00;2905472.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:19.111;
CB8210210;2020-09-03 10:00:16.301;e8d7dc65c208271444dab641951436d166aea8a8219be44db799bfb152c37bb0f4c26a667f5ecfa970ca6876f3a59981;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;901323312;UNION SALUD AMERICA;1387835.36;0.00;1387835.36;0.00;0.00;0.00;1387835.36;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:16.302;
CB8210052;2020-09-03 10:03:02.37;df032ee6ed8f9973edb74a46140986f00297c8b353294a18a309f901bee9b9c8384d2fc6c293863f945e737c7f1b19a1;2020-04-12 00:00:00.0;2020-05-12 00:00:00.0;31;800251440;ENTIDAD PROMOTORA DE SALUD SANITAS SA;57640.00;0.00;57640.00;0.00;0.00;0.00;57640.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:03:02.37;
CB8210050;2020-09-03 10:02:58.187;9df334f0b29024f09083505945c4e5d79d7878149ce3aa91a27ef2810c0f3db30e6852452a443fc59cd79c31d1915f52;2020-04-12 00:00:00.0;2020-04-12 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;78447.00;0.00;78447.00;0.00;0.00;0.00;78447.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:02:58.187;
CB8210051;2020-09-03 10:03:00.698;d6777f3bbd027e9434417ece75498e893d2bbff5c93f617af7a3f22b8dfc87f2d12750a8cd79e5f7243aae94dd41b221;2020-04-12 00:00:00.0;2020-05-12 00:00:00.0;31;800251440;ENTIDAD PROMOTORA DE SALUD SANITAS SA;58289.00;0.00;58289.00;0.00;0.00;0.00;58289.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:03:00.698;
CB8210044;2020-09-03 10:02:55.24;be1070ce733d36f3e458e053ef6567b156a0564e51a8abcd0db3c853696cc719212952310bf69d541862be00ec8920ba;2020-04-12 00:00:00.0;2020-04-12 00:00:00.0;31;901323312;UNION SALUD AMERICA;290367.00;0.00;290367.00;0.00;0.00;0.00;290367.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:02:55.24;
CB8210047;2020-09-03 10:02:50.978;9b8d6075c3e690787a553932c2602eeffc61fc0556f465f25aa2f51368f6b21bd84792f26f26efcd69951559165b6d73;2020-04-12 00:00:00.0;2020-04-12 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:02:50.979;
CB8210046;2020-09-03 10:02:42.92;60013f4631c928bac7dcbfc78abcd1fe2f58bfd0a0abf9f845bc9d6dbfe473b3dc6c9f3dd5e5b9ee491f1517efb01520;2020-04-12 00:00:00.0;2020-04-12 00:00:00.0;31;901323312;UNION SALUD AMERICA;75860.00;0.00;75860.00;0.00;0.00;0.00;75860.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:02:42.921;
CB8210045;2020-09-03 10:02:40.872;b01103aca48a35eada1ff1eca51a19267d11eec743e57b4e45320e69bf901a15faac1c7d32d08ae37ac5efccbff9be9d;2020-04-12 00:00:00.0;2020-04-12 00:00:00.0;31;901323312;UNION SALUD AMERICA;140659.00;0.00;140659.00;0.00;0.00;0.00;140659.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:02:40.873;
CB8210208;2020-09-03 09:59:52.281;acde26d52583ac1bbb74232a37c0b2c49f9b6d8bc3f0f544a455378066658ca68e2c31e804b3fbbe54639255b5f5851c;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;10512960.00;0.00;10512960.00;0.00;0.00;0.00;10512960.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:59:52.281;
CB8210206;2020-09-03 09:59:45.691;950b3ef47142b719692b898d6e3f3ea388e8298a454276ed54cab62bdb46fae462ea6d249b3bd73d626294d137d67754;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;901323312;UNION SALUD AMERICA;134529.00;0.00;134529.00;0.00;0.00;0.00;134529.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:59:45.691;
CB8210207;2020-09-03 09:59:50.431;98151eed2cd19821566d3355f37285be8d110bf7995e82dbe6ce23e75c16d4f746bd6457b2edb5cc6817d955305efb6a;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;901323312;UNION SALUD AMERICA;29598.00;0.00;29598.00;0.00;0.00;0.00;29598.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:59:50.431;
CB8210188;2020-09-03 09:58:24.753;5b591a95145a3f919ea4a586f1ef8c771ff1618579a6d00c0deab7887c1a819c83415e13306378802ee4920d169b1a9c;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;35856.00;0.00;35856.00;0.00;0.00;0.00;35856.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:24.754;
CB8210187;2020-09-03 09:58:22.798;13cd3bdcfe312593a76fe7358344c6f645783310b5425586364daafda4f6a8a5692d8b0561468aa5be4f6c883161b215;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:22.798;
CB8210185;2020-09-03 09:58:14.972;e2c7a158fee39e2f34209309b60baf7a42f4a8dad9eb4846db9b14f70ec3cb1b3e7d94507692d1270245195ad5ecf18e;2020-04-17 00:00:00.0;2020-05-17 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;0.00;47740.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:14.972;
CB8210184;2020-09-03 09:58:10.13;b5ec29b0c92543f51387ab7d8e893f19be2ef8c25c37b3c769589a82cf46ad7d9ae95e78f47a8168fcc87ef8a7526590;2020-04-17 00:00:00.0;2020-04-17 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;142040.00;0.00;142040.00;0.00;0.00;0.00;142040.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:10.13;
CB8210424;2020-09-03 09:58:07.638;29ec237b4edd7ab650adf726a6609e0fba06ca86bfb8e206320bfe96cbdb380e69bdb4732087a720b3abbe2d33632297;2020-04-25 00:00:00.0;2020-04-25 00:00:00.0;31;901323312;UNION SALUD AMERICA;36127.00;0.00;36127.00;0.00;0.00;0.00;36127.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:07.639;
CB8210383;2020-09-03 09:58:04.173;39ca1579b522bdcf6e202aba9eae77e682efc2467aa20162d116c53e832b19d1a1427b618856f3f938c14edb1afc2487;2020-04-23 00:00:00.0;2020-05-23 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:04.173;
CB8210382;2020-09-03 09:58:01.799;69dedadb35adf30d74bd454d0e2d08a23661af6c668e7cd5677ccff3f09529ab6e36f0ae177b05f73e08ac989fa54580;2020-04-23 00:00:00.0;2020-05-23 00:00:00.0;31;860066942;CAJA DE COMPENSACIÓN FAMILIAR COMPENSAR SA;18419.00;0.00;18419.00;0.00;0.00;13500.00;4919.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:58:01.799;
CB8210377;2020-09-03 09:57:48.803;d62d1542f054cdacb6ce278c3ab2721a975348d06964f24f9028cae165f94db08eb2843094ec194195dc505ebafcfdb3;2020-04-23 00:00:00.0;2020-04-23 00:00:00.0;31;901323312;UNION SALUD AMERICA;459204.00;0.00;459204.00;0.00;0.00;0.00;459204.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:48.803;
CB8210378;2020-09-03 09:57:50.085;c97ac43eaf8dbc6c6f6f88b07b57fe76c5bd5dbb4178fbc03f45c928b81ade8c559a5d680e9cb3350f3c3bad2da32b69;2020-04-23 00:00:00.0;2020-04-23 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:50.085;
CB8210376;2020-09-03 09:57:46.398;453dc95dc26663f636aefdad2f1ca8ae48f2efbc22dfe7ef99dd69cd989f882e025239d9aea5dc36b163ba3c120c6904;2020-04-23 00:00:00.0;2020-04-23 00:00:00.0;31;901323312;UNION SALUD AMERICA;20256.00;0.00;20256.00;0.00;0.00;0.00;20256.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:46.398;
CB8210371;2020-09-03 09:57:43.561;5d92fcd136cad30ff98fb41380a2a7e0441cf4ef8badb04144837a58fea70cd2da4e25850cc65523ee63995e08d38f8a;2020-04-22 00:00:00.0;2020-05-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;1335620.00;0.00;1335620.00;0.00;0.00;0.00;1335620.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:43.561;
CB8210375;2020-09-03 09:57:44.878;edb96613ec6fa7b6c454c108b09d4c63f4004caa6a7740569930b63152d07bf5ec3cc9818ce1d23b7f2c25f27e15f818;2020-04-23 00:00:00.0;2020-04-23 00:00:00.0;31;901323312;UNION SALUD AMERICA;19350.00;0.00;19350.00;0.00;0.00;0.00;19350.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:44.879;
CB8210368;2020-09-03 09:57:30.014;e9771166314a6bd6f02f4b0f2b8014d9a42c3ff11b9aa44a9127abbdf34b89959a5b81865d4a41418a2ec571adc65169;2020-04-22 00:00:00.0;2020-05-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;11196.00;0.00;11196.00;0.00;0.00;0.00;11196.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:30.014;
CB8210178;2020-09-03 10:00:54.741;1edd3c1d580fcbb593b6a3fd251b11a37eff5baf9c6879ea001c7699ede972e1ebd0391d979d87a508dd30be57d2b06c;2020-04-16 00:00:00.0;2020-04-16 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;3400.00;81470.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:54.741;
CB8210177;2020-09-03 10:00:53.904;013757544ff3fe7d7e57f7c8445e26c9e7795197b195d39195acc5f5e3fb22df95e9c03a7cc0fe82a3324cd29d51dc25;2020-04-16 00:00:00.0;2020-04-16 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;0.00;84870.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:53.904;
CB8210174;2020-09-03 10:00:50.043;4a157a7aaf23d3ab0ecaf331f6ffece66c68d355f6cee436454b777576006b9d211aa8e3a6162cc56009ff929466821c;2020-04-16 00:00:00.0;2020-04-16 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;3400.00;81470.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:50.043;
CB8210173;2020-09-03 10:00:48.504;a52b9fada54ce076a6cffb2c9d15160d8dbe46759db1973b7516a6f3f06fca3e5336d6dad525418bee046e300a18955d;2020-04-16 00:00:00.0;2020-04-16 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;84870.00;0.00;84870.00;0.00;0.00;35600.00;49270.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:00:48.505;
CB8210367;2020-09-03 09:57:26.648;794e25f2ea6ae49bac0aa67ab9b66dd9b67b11b9d90bfa191e6c60efb08100e6c14437f247c540bdddb05e2f530df39e;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;21110775.00;0.00;21110775.00;0.00;0.00;0.00;21110775.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:26.648;
CB8210363;2020-09-03 09:57:01.813;ffe4182e97a339a5757c93d622ca8914a18be047881c01d24ac7d5ec52e231ee538825e8e77e233a4c9e66e2ee1a3236;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;159549.00;0.00;159549.00;0.00;0.00;0.00;159549.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:57:01.813;
CB8210362;2020-09-03 09:56:59.45;243f816217b686a9c590f3aa7efda4537eeccd739018bce01214d26de6b88aed8405404a48946d04f554d1e1e9e52426;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;20408.00;0.00;20408.00;0.00;0.00;0.00;20408.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:56:59.451;
CB8210361;2020-09-03 09:56:55.748;10daa2f9ea4144569a281c0f1b0f3f1c479f5efc18a150418cbed53ac53e73a4d1028b538666e2eed3cd87cb25340343;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:56:55.749;
CB8210359;2020-09-03 09:56:52.078;c1bfd9feafb31171e373b912b534453f86179fed9ef1c65687ec925e29c20ee7ed0e7ccb971c5901cc77a5d58d0f55a6;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;215000.00;0.00;215000.00;0.00;0.00;0.00;215000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:56:52.078;
CB8210360;2020-09-03 09:56:54.928;cf4ebe1146c1c359a0bccce38e89597341cc04c3bd31bb75e65891e260db6f62cd348a36adad1b4ae8add21a42392507;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;63801.00;0.00;63801.00;0.00;0.00;0.00;63801.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:56:54.928;
CB8210358;2020-09-03 09:56:46.277;e0fe8a82927e2ebed4203a74b6e5e160d4f12561a220800bfbcd7a65ef56cd59b9601bd29358527c0eb90952927a4082;2020-04-22 00:00:00.0;2020-04-22 00:00:00.0;31;901323312;UNION SALUD AMERICA;32297.00;0.00;32297.00;0.00;0.00;0.00;32297.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:56:46.277;
CB8210263;2020-09-03 09:56:41.28;28aab7295dcc435686b4339bf897d53282fa9e87f385fa3505857a1770db60229686e575e2651bcd31713d9579e0c987;2020-04-19 00:00:00.0;2020-04-19 00:00:00.0;31;901323312;UNION SALUD AMERICA;16799.00;0.00;16799.00;0.00;0.00;0.00;16799.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 09:56:41.28;
